input_raw,input,output,output_raw
đúng phong cách bánh xèo đại lộc khá ngon mà phục vụ tệ quá,đúng phong cách bánh xèo đại lộc khá ngon mà phục vụ tệ quá,dịch vụ tệ vì phục vụ tệ và chất lượng đồ ăn tốt vì bánh xèo đại lộc ngon và lựa chọn đồ ăn tốt vì bánh xèo đại lộc đúng phong cách,"{SERVICE#GENERAL,phục vụ,negative,tệ}; {FOOD#QUALITY,bánh xèo đại lộc,positive,ngon}; {FOOD#STYLE&OPTIONS,bánh xèo đại lộc,positive,đúng phong cách}"
lâu rồi mới đi ăn chay vô tình ghé quán mới biết là quán của ca sỹ phi nhung không gian ấm cúng đồ ăn ra rất nhanh cũng vừa miệng giá cả hợp lý phục vụ ổn sẽ ủng hộ thường xuyên,lâu rồi mới đi ăn chay vô tình ghé quán mới biết là quán của ca sỹ phi nhung không gian ấm cúng đồ ăn ra rất nhanh cũng vừa miệng giá cả hợp lý phục vụ ổn sẽ ủng hộ thường xuyên,chất lượng đồ ăn tốt vì đồ ăn vừa miệng và dịch vụ tốt vì đồ ăn ra nhanh và giá tiền nhà hàng tốt vì giá cả hợp lý và không gian tốt vì không gian ấm cúng và dịch vụ tạm vì phục vụ ổn,"{FOOD#QUALITY,đồ ăn,positive,vừa miệng}; {SERVICE#GENERAL,đồ ăn ra,positive,nhanh}; {RESTAURANT#PRICES,giá cả,positive,hợp lý}; {AMBIENCE#GENERAL,không gian,positive,ấm cúng}; {SERVICE#GENERAL,phục vụ,neutral,ổn}"
món ăn thì rất ngon dù có hơi chậm chút xíu,món ăn thì rất ngon dù có hơi chậm chút xíu,chất lượng đồ ăn tốt vì món ăn ngon và dịch vụ tệ vì nó chậm,"{FOOD#QUALITY,món ăn,positive,ngon}; {SERVICE#GENERAL,null,negative,chậm}"
chất lượng ổn tuy nhiên giá thành không phải rẻ.,chất lượng ổn tuy nhiên giá thành không phải rẻ .,nhà hàng nói chung tạm vì chất lượng ổn và giá tiền nhà hàng tệ vì giá thành không phải rẻ,"{RESTAURANT#GENERAL,chất lượng,neutral,ổn}; {RESTAURANT#PRICES,giá thành,negative,không phải rẻ}"
"quán nằm trên tầng 6, view nhìn xuống đường khá ok, không gian ấm cúng, sạch sẽ.","quán nằm trên tầng num , quang cảnh nhìn xuống đường khá ok , không gian ấm cúng , sạch sẽ .",địa chỉ tạm vì view ok và địa chỉ tạm vì nó trên tầng 6 và không gian tốt vì không gian sạch sẽ và không gian tốt vì không gian ấm cúng,"{LOCATION#GENERAL,view,neutral,ok}; {LOCATION#GENERAL,null,neutral,trên tầng 6}; {AMBIENCE#GENERAL,không gian,positive,sạch sẽ}; {AMBIENCE#GENERAL,không gian,positive,ấm cúng}"
quán phục vụ nhanh nhưng trà chanh hết sớm quá,quán phục vụ nhanh nhưng trà chanh hết sớm quá,dịch vụ tốt vì phục vụ nhanh và lựa chọn đồ uống tệ vì trà chanh #tệ,"{SERVICE#GENERAL,phục vụ,positive,nhanh}; {DRINKS#STYLE&OPTIONS,trà chanh,negative,null}"
"giao hàng vừa nhanh, chất lượng đồ uống oke, không đường, sữa và không chất bảo quản nên rất tốt cho sức khoẻ 😊.","giao hàng vừa nhanh , chất lượng đồ uống ok , không đường , sữa và không chất bảo quản nên rất tốt cho sức khoẻ tốt .",dịch vụ tốt vì giao hàng nhanh và chất lượng đồ uống tạm vì chất lượng đồ uống oke,"{SERVICE#GENERAL,giao hàng,positive,nhanh}; {DRINKS#QUALITY,chất lượng đồ uống,neutral,oke}"
đã ăn ở quán rất nhiều lần chất lượng đồ ăn chưa bao giờ làm mình thất vọng tuy nhiên chi nhánh phạm ngọc thạch không gian nhỏ và hơi tối lại không thông thoáng lắm,đã ăn ở quán rất nhiều lần chất lượng đồ ăn chưa bao giờ làm mình thất vọng tuy nhiên chi nhánh phạm ngọc thạch không gian nhỏ và hơi tối lại không thông thoáng lắm,chất lượng đồ ăn tốt vì chất lượng đồ ăn #tốt và không gian tệ vì không gian nhỏ và không gian tệ vì không gian tối và không gian tệ vì không gian không thông thoáng,"{FOOD#QUALITY,chất lượng đồ ăn,positive,null}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}; {AMBIENCE#GENERAL,không gian,negative,tối}; {AMBIENCE#GENERAL,không gian,negative,không thông thoáng}"
thịt nướng ở gogi thì không có gì bàn cãi nhưng thái độ phục vụ của nhân viên ở chi nhánh này thì dở tệ,thịt nướng ở gogi thì không có gì bàn cãi nhưng thái độ phục vụ của nhân viên ở chi nhánh này thì dở tệ,dịch vụ tệ vì thái độ phục vụ dở tệ và chất lượng đồ ăn tốt vì thịt nướng #tốt,"{SERVICE#GENERAL,thái độ phục vụ,negative,dở tệ}; {FOOD#QUALITY,thịt nướng,positive,null}"
"đồ ăn không ngon giá thì quá chát chúa, không bao giờ quay lại nơi này dù có cảnh đẹp","đồ ăn không ngon giá thì quá chát chúa , không bao giờ quay lại nơi này dù có cảnh đẹp",chất lượng đồ ăn tệ vì đồ ăn không ngon và giá tiền đồ ăn tệ vì giá chát chúa và địa chỉ tốt vì cảnh đẹp,"{FOOD#QUALITY,đồ ăn,negative,không ngon}; {FOOD#PRICES,giá,negative,chát chúa}; {LOCATION#GENERAL,cảnh,positive,đẹp}"
sản phẩm của các bạn dù có tốt nhưng dịch vụ tệ thì khách cũng sẽ không quay lại,sản phẩm của các bạn dù có tốt nhưng dịch vụ tệ thì khách cũng sẽ không quay lại,nhà hàng nói chung tốt vì sản phẩm tốt và dịch vụ tệ vì dịch vụ tệ,"{RESTAURANT#GENERAL,sản phẩm,positive,tốt}; {SERVICE#GENERAL,dịch vụ,negative,tệ}"
đồ ăn bắt mắt nhưng nếm nếm càng ngày càng tệ.,đồ ăn bắt mắt nhưng nếm nếm càng ngày càng tệ .,chất lượng đồ ăn tệ vì nếm nếm tệ và lựa chọn đồ ăn tốt vì đồ ăn bắt mắt,"{FOOD#QUALITY,nếm nếm,negative,tệ}; {FOOD#STYLE&OPTIONS,đồ ăn,positive,bắt mắt}"
thực đơn đọc cũng hấp dẫn nhiều món chỉ có điều giá hơi cao,thực đơn đọc cũng hấp dẫn nhiều món chỉ có điều giá hơi cao,lựa chọn đồ ăn tốt vì thực đơn hấp dẫn và giá tiền nhà hàng tệ vì giá cao và lựa chọn đồ ăn tốt vì thực đơn nhiều món,"{FOOD#STYLE&OPTIONS,thực đơn,positive,hấp dẫn}; {RESTAURANT#PRICES,giá,negative,cao}; {FOOD#STYLE&OPTIONS,thực đơn,positive,nhiều món}"
phần 29k tuy hơi ít thịt nhưng vẫn thơm mùi phô mai,phần giá tiền tuy hơi ít thịt nhưng vẫn thơm mùi phô mai,chất lượng đồ ăn tốt vì nó thơm và lựa chọn đồ ăn tệ vì thịt ít và giá tiền đồ ăn tạm,"{FOOD#QUALITY,null,positive,thơm}; {FOOD#STYLE&OPTIONS,thịt,negative,ít}; {FOOD#PRICES,null,neutral,null}"
đồ ăn từng phần hơn đắt nhưng cũng khá ngon,đồ ăn từng phần hơn đắt nhưng cũng khá ngon,chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền đồ ăn tệ vì đồ ăn đắt,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#PRICES,đồ ăn,negative,đắt}"
"quán bình dân nhưng đồ ăn rất ngon, phục vụ nhanh và nhiệt tình!","quán bình dân nhưng đồ ăn rất ngon , phục vụ nhanh và nhiệt tình !",nhà hàng nói chung tạm vì quán bình dân và dịch vụ tốt vì phục vụ nhiệt tình và chất lượng đồ ăn tốt vì đồ ăn ngon và dịch vụ tốt vì phục vụ nhanh,"{RESTAURANT#GENERAL,quán,neutral,bình dân}; {SERVICE#GENERAL,phục vụ,positive,nhiệt tình}; {FOOD#QUALITY,đồ ăn,positive,ngon}; {SERVICE#GENERAL,phục vụ,positive,nhanh}"
thức ăn cũng khá ngon nhưng mình thấy so với giá thì hơi ít,thức ăn cũng khá ngon nhưng mình thấy so với giá thì hơi ít,chất lượng đồ ăn tốt vì thức ăn ngon và lựa chọn đồ ăn tệ vì thức ăn ít,"{FOOD#QUALITY,thức ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,thức ăn,negative,ít}"
nêm nếm cay đúng chất thái nêm nếm khá ngon vừa miệng món ăn đa dạng nên tha hồ lựa chọn thưởng thức có thức uống kèm chữa cháy giá cả đi đôi với chất lượng k đến nỗi quá đắt,nêm nếm cay đúng chất thái nêm nếm khá ngon vừa miệng món ăn đa dạng nên tha hồ lựa chọn thưởng thức có thức uống kèm chữa cháy giá cả đi đôi với chất lượng không đến nỗi quá đắt,chất lượng đồ ăn tốt vì nêm nếm cay và lựa chọn đồ ăn tốt vì món ăn đa dạng và lựa chọn đồ uống tốt vì thức uống #tốt và giá tiền nhà hàng tạm vì giá cả #tạm và chất lượng đồ ăn tốt vì nêm nếm ngon,"{FOOD#QUALITY,nêm nếm,positive,cay}; {FOOD#STYLE&OPTIONS,món ăn,positive,đa dạng}; {DRINKS#STYLE&OPTIONS,thức uống,positive,null}; {RESTAURANT#PRICES,giá cả,neutral,null}; {FOOD#QUALITY,nêm nếm,positive,ngon}"
thực đơn cũng đa dạng lắm nhưng giá sẽ hơi cao,thực đơn cũng đa dạng lắm nhưng giá sẽ hơi cao,lựa chọn đồ ăn tốt vì thực đơn đa dạng và giá tiền nhà hàng tệ vì giá cao,"{FOOD#STYLE&OPTIONS,thực đơn,positive,đa dạng}; {RESTAURANT#PRICES,giá,negative,cao}"
chỉ có điều là món ăn hơi nhạt nước uống ngon nhưng giá cũng hơi chát,chỉ có điều là món ăn hơi nhạt nước uống ngon nhưng giá cũng hơi chát,chất lượng đồ ăn tệ vì món ăn nhạt và giá tiền nhà hàng tệ vì giá chát và chất lượng đồ uống tốt vì nước uống ngon,"{FOOD#QUALITY,món ăn,negative,nhạt}; {RESTAURANT#PRICES,giá,negative,chát}; {DRINKS#QUALITY,nước uống,positive,ngon}"
vào ngồi vừa chật vừa ồn ào tiếng người và tiếng trẻ con lại còn hôi thuốc lá gt về đồ ăn theo mình là giá cao nhưng ăn chất lượng đồ nhiều,vào ngồi vừa chật vừa ồn ào tiếng người và tiếng trẻ con lại còn hôi thuốc lá gt về đồ ăn theo mình là giá cao nhưng ăn chất lượng đồ nhiều,chất lượng đồ ăn tốt vì đồ ăn chất lượng và lựa chọn đồ ăn tốt vì đồ nhiều và không gian tệ vì nó chật và giá tiền đồ ăn tệ vì giá cao và không gian tệ vì nó hôi thuốc lá và không gian tệ vì nó ồn ào,"{FOOD#QUALITY,đồ ăn,positive,chất lượng}; {FOOD#STYLE&OPTIONS,đồ,positive,nhiều}; {AMBIENCE#GENERAL,null,negative,chật}; {FOOD#PRICES,giá,negative,cao}; {AMBIENCE#GENERAL,null,negative,hôi thuốc lá}; {AMBIENCE#GENERAL,null,negative,ồn ào}"
"giá có hơi mắc nhưng thật sự không có gì để nói từ phục vụ đến món ăn , rất tuyệt","giá có hơi mắc nhưng thật sự không có gì để nói từ phục vụ đến món ăn , rất tuyệt",dịch vụ tốt vì phục vụ tuyệt và chất lượng đồ ăn tốt vì món ăn tuyệt và giá tiền nhà hàng tệ vì giá mắc,"{SERVICE#GENERAL,phục vụ,positive,tuyệt}; {FOOD#QUALITY,món ăn,positive,tuyệt}; {RESTAURANT#PRICES,giá,negative,mắc}"
còn về đồ ăn thì tôi thấy hài lòng với chất lượng nhưng riêng thái độ phục vụ có lẽ rất thất vọng,còn về đồ ăn thì tôi thấy hài lòng với chất lượng nhưng riêng thái độ phục vụ có lẽ rất thất vọng,dịch vụ tệ vì thái độ phục vụ thất vọng và chất lượng đồ ăn tốt vì đồ ăn hài lòng,"{SERVICE#GENERAL,thái độ phục vụ,negative,thất vọng}; {FOOD#QUALITY,đồ ăn,positive,hài lòng}"
chất lượng món ăn và nêm nếm ngon nhưng giá cả đúng là đắt so với sự đơn giản trong menu,chất lượng món ăn và nêm nếm ngon nhưng giá cả đúng là đắt so với sự đơn giản trong thực đơn,chất lượng đồ ăn tốt vì chất lượng món ăn ngon và giá tiền đồ ăn tệ vì giá cả đắt và lựa chọn đồ ăn tệ vì menu đơn giản và chất lượng đồ ăn tốt vì nêm nếm ngon,"{FOOD#QUALITY,chất lượng món ăn,positive,ngon}; {FOOD#PRICES,giá cả,negative,đắt}; {FOOD#STYLE&OPTIONS,menu,negative,đơn giản}; {FOOD#QUALITY,nêm nếm,positive,ngon}"
lâu lâu đổi vị chuyển sang ăn chay nên cảm thấy ăn rất ngon vừa miệng nữa cảm thấy rất fresh vị đồ ăn khá vừa không bị ngấy ngoài ra thì đồ uống cũng bình thường,lâu lâu đổi vị chuyển sang ăn chay nên cảm thấy ăn rất ngon vừa miệng nữa cảm thấy rất tươi vị đồ ăn khá vừa không bị ngấy ngoài ra thì đồ uống cũng bình thường,chất lượng đồ ăn tốt vì nó ngon vừa miệng và chất lượng đồ uống tạm vì đồ uống bình thường và chất lượng đồ ăn tạm vì vị đồ ăn vừa và chất lượng đồ ăn tốt vì nó fresh,"{FOOD#QUALITY,null,positive,ngon vừa miệng}; {DRINKS#QUALITY,đồ uống,neutral,bình thường}; {FOOD#QUALITY,vị đồ ăn,neutral,vừa}; {FOOD#QUALITY,null,positive,fresh}"
đồ ăn cũng được nhưng phục vụ rất lâu quán ăn còn có giá cả hơi mắc tuy rất ít khách nhưng vẫn phục vụ như kiểu vừa ăn vừa ngủ :),đồ ăn cũng được nhưng phục vụ rất lâu quán ăn còn có giá cả hơi mắc tuy rất ít khách nhưng vẫn phục vụ như kiểu vừa ăn vừa ngủ : ),nhà hàng nói chung tạm vì khách ít và dịch vụ tệ vì phục vụ lâu và chất lượng đồ ăn tạm vì đồ ăn cũng được và giá tiền nhà hàng tệ vì giá cả mắc và dịch vụ tệ vì phục vụ #tệ,"{RESTAURANT#GENERAL,khách,neutral,ít}; {SERVICE#GENERAL,phục vụ,negative,lâu}; {FOOD#QUALITY,đồ ăn,neutral,cũng được}; {RESTAURANT#PRICES,giá cả,negative,mắc}; {SERVICE#GENERAL,phục vụ,negative,null}"
"ko gian quán hơi nhỏ, nhân viên phục vụ rất nhiệt tình, vui vẻ.","không gian quán hơi nhỏ , nhân viên phục vụ rất nhiệt tình , vui vẻ .",dịch vụ tốt vì nhân viên phục vụ nhiệt tình và không gian tệ vì ko gian nhỏ và dịch vụ tốt vì nhân viên phục vụ vui vẻ,"{SERVICE#GENERAL,nhân viên phục vụ,positive,nhiệt tình}; {AMBIENCE#GENERAL,ko gian,negative,nhỏ}; {SERVICE#GENERAL,nhân viên phục vụ,positive,vui vẻ}"
nhân viên nhiệt tình giá 1 tô mì ở đây hơi cao nên thỉnh thoảng đi thui,nhân viên nhiệt tình giá num tô mì ở đây hơi cao nên thỉnh thoảng đi thui,dịch vụ tốt vì nhân viên nhiệt tình và giá tiền đồ ăn tệ vì giá cao,"{SERVICE#GENERAL,nhân viên,positive,nhiệt tình}; {FOOD#PRICES,giá,negative,cao}"
nói chung là cứ ăn steak mà có dư dả đạn thì mình sẽ tới ngay đây để ăn vì theo mình phục vụ ở đây rất okay không gian cũng okay k xô bồ tí nào,nói chung là cứ ăn steak mà có dư dả đạn thì mình sẽ tới ngay đây để ăn vì theo mình phục vụ ở đây rất okay không gian cũng okay không xô bồ tí nào,dịch vụ tốt vì phục vụ rất okay và không gian tạm vì không gian okay và nhà hàng nói chung tốt,"{SERVICE#GENERAL,phục vụ,positive,rất okay}; {AMBIENCE#GENERAL,không gian,neutral,okay}; {RESTAURANT#GENERAL,null,positive,null}"
menu khá đa dạng tuy giá cao nhưng đồ ăn rất chất lượng một phần nhiều quá trời 2 người ăn vẫn đủ,thực đơn khá đa dạng tuy giá cao nhưng đồ ăn rất chất lượng một phần nhiều quá trời num người ăn vẫn đủ,chất lượng đồ ăn tốt vì đồ ăn chất lượng và lựa chọn đồ ăn tốt vì menu đa dạng và lựa chọn đồ ăn tốt vì nó nhiều và giá tiền nhà hàng tệ vì giá cao,"{FOOD#QUALITY,đồ ăn,positive,chất lượng}; {FOOD#STYLE&OPTIONS,menu,positive,đa dạng}; {FOOD#STYLE&OPTIONS,null,positive,nhiều}; {RESTAURANT#PRICES,giá,negative,cao}"
"gần công ty, cửa hàng chuyên matcha , giá dễ thở hơn morico, vị cũng ok, rõ mùi matcha , nhiều loại matcha biến tấu , không gian hơi nhỏ ,","gần công ty , cửa hàng chuyên matcha , giá dễ thở hơn morico , vị cũng ok , rõ mùi matcha , nhiều loại matcha biến tấu , không gian hơi nhỏ ,",lựa chọn đồ uống tốt vì matcha nhiều loại và giá tiền nhà hàng tốt vì giá dễ thở và không gian tệ vì không gian nhỏ và địa chỉ tạm vì nó gần công ty và chất lượng đồ uống tạm vì vị ok,"{DRINKS#STYLE&OPTIONS,matcha,positive,nhiều loại}; {RESTAURANT#PRICES,giá,positive,dễ thở}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}; {LOCATION#GENERAL,null,neutral,gần công ty}; {DRINKS#QUALITY,vị,neutral,ok}"
