input,aop,cap
"gần công ty , cửa hàng chuyên matcha , giá dễ thở hơn morico , vị cũng ok , rõ mùi matcha , nhiều loại matcha biến tấu , không gian hơi nhỏ ,","{matcha,nhiều loại,positive};{giá,dễ thở,positive};{không gian,nhỏ,negative};{null,gần công ty,neutral};{vị,ok,neutral}","{DRINKS#STYLE&OPTIONS,matcha,positive};{RESTAURANT#PRICES,giá,positive};{AMBIENCE#GENERAL,không gian,negative};{LOCATION#GENERAL,null,neutral};{DRINKS#QUALITY,vị,neutral}"
đồ uống thì tạm ổn chứ không ngon nhưng được cái nhân viên dễ thương,"{nhân viên,dễ thương,positive};{đồ uống,tạm ổn,neutral}","{SERVICE#GENERAL,nhân viên,positive};{DRINKS#QUALITY,đồ uống,neutral}"
"piza ngon , nóng , giòn vừa , có độ dai và mềm , tuy nhiên phải đợi hơi lâu , không gian thoáng mát , phục vụ lịch sự , sẽ quay lại ,","{phục vụ,lịch sự,positive};{pizza,ngon,positive};{không gian,thoáng mát,positive};{đợi,lâu,negative};{pizza,giòn,positive};{pizza,dai,positive};{pizza,mềm,positive}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,pizza,positive};{AMBIENCE#GENERAL,không gian,positive};{SERVICE#GENERAL,đợi,negative};{FOOD#QUALITY,pizza,positive};{FOOD#QUALITY,pizza,positive};{FOOD#QUALITY,pizza,positive}"
mà đến rồi mới biết quán không như lời đồn nói thiệt tình không gian quán ở mức tạm được nhưng đồ ăn phải nói là rất ngon và đậm vị trung hoa giá cả thì rất hợp lý không hề mắc chút nào nếu so về vị trí,"{đồ ăn,ngon,positive};{giá cả,hợp lý,positive};{không gian,tạm đc,neutral};{đồ ăn,đậm vị,positive}","{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#PRICES,giá cả,positive};{AMBIENCE#GENERAL,không gian,neutral};{FOOD#QUALITY,đồ ăn,positive}"
quán to dễ nhìn thấy không gian gọn gàng thoáng mát rất sạch sẽ món ăn món ăn ổn nhưng thời gian lên món lâu,"{thời gian lên món,lâu,negative};{món ăn,ổn,neutral};{không gian,gọn gàng thoáng mát,positive};{quán,to,positive};{không gian,sạch sẽ,positive}","{SERVICE#GENERAL,thời gian lên món,negative};{FOOD#QUALITY,món ăn,neutral};{AMBIENCE#GENERAL,không gian,positive};{RESTAURANT#GENERAL,quán,positive};{AMBIENCE#GENERAL,không gian,positive}"
đồ ăn cũng tạm nhưng giá khá chát .,"{đồ ăn,tạm,neutral};{giá,chát,negative}","{FOOD#QUALITY,đồ ăn,neutral};{FOOD#PRICES,giá,negative}"
đồ ăn có thể không ngon lắm nhưng phục vụ tốt nhanh nhẹn,"{phục vụ,tốt nhanh nhẹn,positive};{đồ ăn,không ngon,negative}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,đồ ăn,negative}"
gọi thêm mì lạnh cay ăn cũng ok nhưng hơi ít,"{mì lạnh cay,ok,neutral};{mì lạnh cay,ít,negative}","{FOOD#QUALITY,mì lạnh cay,neutral};{FOOD#STYLE&OPTIONS,mì lạnh cay,negative}"
"quán nằm ngay trung tâm , giá cả củng không mắc lắm , không gian quán củng khá thoáng , nhân viên phục vụ nhanh nhẹn .","{nhân viên phục vụ,nhanh nhẹn,positive};{giá cả,không mắc,neutral};{không gian,thoáng,positive};{null,ngay trung tâm,positive}","{SERVICE#GENERAL,nhân viên phục vụ,positive};{RESTAURANT#PRICES,giá cả,neutral};{AMBIENCE#GENERAL,không gian,positive};{LOCATION#GENERAL,null,positive}"
không gian tuy hơi nhỏ nhưng có tấm ngăn làm nhiều khoảng không nhìn khá thoáng,"{không gian,nhỏ,negative};{tấm ngăn,nhiều,positive}","{AMBIENCE#GENERAL,không gian,negative};{RESTAURANT#MISCELLANEOUS,tấm ngăn,positive}"
"đồ ăn ngon , thức ăn khá bắt mắt , phục vụ tốt , tuy nhiên ăn ở đây về mùi ám hết vào người tốt","{phục vụ,tốt,positive};{đồ ăn,ngon,positive};{thức ăn,bắt mắt,positive};{null,null,negative}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,thức ăn,positive};{RESTAURANT#MISCELLANEOUS,null,negative}"
"đồ ăn ở đây thì ngon khỏi nói , chỉ có điều đợi món hơi lâu","{đợi món,lâu,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,đợi món,negative};{FOOD#QUALITY,đồ ăn,positive}"
"thịt bò ở đây ngon , mềm , nhưng giá thì hơi mắc , phục vụ nhanh nhẹn chu đáo , quán ở trong hẻm nên mình hơi khó tìm","{phục vụ,nhanh nhẹn chu đáo,positive};{thịt bò,ngon,positive};{giá,mắc,negative};{null,khó tìm,negative};{thịt bò,mềm,positive}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,thịt bò,positive};{FOOD#PRICES,giá,negative};{LOCATION#GENERAL,null,negative};{FOOD#STYLE&OPTIONS,thịt bò,positive}"
quán hơi nhỏ và không có nhiều chỗ để xe máy nhưng đồ ăn rất ngon,"{đồ ăn,ngon,positive};{chỗ để xe máy,k có,negative};{quán,nhỏ,negative}","{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#MISCELLANEOUS,chỗ để xe máy,negative};{RESTAURANT#GENERAL,quán,negative}"
vê món ăn thì thực đơn nhiều món nhưng giá khá cao nếu so với những nơi khác mình từng đi thì ở đây không gọi là nhà hàng được chỉ bằng quán ăn gia đình thôi nhưng giá thì mắc gần bằng giá những chỗ nổi tiếng khác,"{menu,nhiều món,positive};{giá,cao,negative}","{FOOD#STYLE&OPTIONS,menu,positive};{RESTAURANT#PRICES,giá,negative}"
giá cả vừa phải nhưng đồ ăn hôm nay thật không đáng tiền,"{giá cả,vừa phải,neutral};{đồ ăn,k đáng tiền,negative}","{RESTAURANT#PRICES,giá cả,neutral};{FOOD#QUALITY,đồ ăn,negative}"
nhà hàng nhỏ khá ít món giá mềm hơn các nhà hàng num khác nên cảm thấy chất lượng cũng không bằng,"{món,ít,negative};{nhà hàng,nhỏ,negative};{giá,mềm,positive}","{FOOD#STYLE&OPTIONS,món,negative};{AMBIENCE#GENERAL,nhà hàng,negative};{FOOD#PRICES,giá,positive}"
"đồ ăn hơi ít nhưng ngon , chỗ ngồi thoáng mát , tối thứ tư có ca nhạc ,","{đồ ăn,ngon,positive};{đồ ăn,ít,negative};{ca nhạc,null,positive};{chỗ ngồi,thoáng mát,positive}","{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,đồ ăn,negative};{RESTAURANT#MISCELLANEOUS,ca nhạc,positive};{AMBIENCE#GENERAL,chỗ ngồi,positive}"
"ở đây cảnh quan đẹp , đồ ăn cũng được chứ không ngon lắm ! tổng hợp hình ảnh đi với gia đình và đi thôi noi","{đồ ăn,cũng được,neutral};{cảnh quan,đẹp,positive}","{FOOD#QUALITY,đồ ăn,neutral};{AMBIENCE#GENERAL,cảnh quan,positive}"
không gian cũng ổn thực đơn đa dạng món giá không đắt so với chất lượng,"{menu,đa dạng món,positive};{giá,không đắt,neutral};{không gian,ổn,neutral}","{FOOD#STYLE&OPTIONS,menu,positive};{RESTAURANT#PRICES,giá,neutral};{AMBIENCE#GENERAL,không gian,neutral}"
"thực đơn của quán ít món không có nhiều sự lựa chọn , không gian gần gũi với thiên nhiên","{menu,ít món,negative};{ko gian,gần gũi với thiên nhiên,positive}","{FOOD#STYLE&OPTIONS,menu,negative};{AMBIENCE#GENERAL,ko gian,positive}"
đồ ăn thì ngon nhưng phục vụ quá tệ và quay lại ăn mấy lần vẫn không thay đổi cách phục vụ chậm chạp,"{phục vụ,tệ,negative};{đồ ăn,ngon,positive};{phục vụ,chậm chạp,negative}","{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive};{SERVICE#GENERAL,phục vụ,negative}"
giá tiền người vị trí không gian nằm trên cao thắng đối diện với rạp chiếu phim cinemax cũ quán nhỏ và trang trí nhiều nên nhìn hơi tối khăn trải bàn màu đỏ ca rô nữa chớ,"{trang trí,tối,negative};{null,null,neutral};{vị trí,null,neutral};{quán,nhỏ,negative}","{AMBIENCE#GENERAL,trang trí,negative};{RESTAURANT#PRICES,null,neutral};{LOCATION#GENERAL,vị trí,neutral};{RESTAURANT#GENERAL,quán,negative}"
đi ăn cũng nhiều nhà hàng thái nhưng ưng bụng ít chỗ lắm lạc thái ngon mà giá cao không gian không thoải mái tức tức ngày càng dở,"{lạc thái,ngon,positive};{giá,cao,negative};{không gian,không thoải mái,negative};{tuk tuk,dở,negative}","{RESTAURANT#GENERAL,lạc thái,positive};{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,không gian,negative};{RESTAURANT#GENERAL,tuk tuk,negative}"
bánh canh ngon lắm nha num quả trứng cút có cả xương nữa cá thì dai dai đậm vị quẩy thì hơi ỉu tí vì vận chuyển cũng khá xa,"{bánh canh,ngon,positive};{bánh canh,null,neutral};{cá,dai dai đậm vị,positive};{quẩy,ỉu,negative}","{FOOD#QUALITY,bánh canh,positive};{FOOD#STYLE&OPTIONS,bánh canh,neutral};{FOOD#QUALITY,cá,positive};{FOOD#QUALITY,quẩy,negative}"
không gian sang trọng nhưng thái độ nhân viên như vậy cảm giác ăn cũng không ngon,"{thái độ nhân viên,null,negative};{null,không ngon,negative};{không gian,sang trọng,positive}","{SERVICE#GENERAL,thái độ nhân viên,negative};{FOOD#QUALITY,null,negative};{AMBIENCE#GENERAL,không gian,positive}"
nhưng bù lại thì các món ăn mình gọi đều ngon phát hờn luôn dù bưng ra hơi lâu,"{các món ăn,ngon,positive};{bưng ra,lâu,negative}","{FOOD#QUALITY,các món ăn,positive};{SERVICE#GENERAL,bưng ra,negative}"
"quán ăn gia đình , thục đơn đa dạng , giá bình dân , ngon","{quán,null,neutral};{null,ngon,positive};{thục đơn,đa dạng,positive};{giá,bình dân,positive}","{RESTAURANT#GENERAL,quán,neutral};{RESTAURANT#GENERAL,null,positive};{FOOD#STYLE&OPTIONS,thục đơn,positive};{RESTAURANT#PRICES,giá,positive}"
quán nhỏ nhưng ấm cúng giá cả hợp lý mình ăn cừu phomai rất ngon mềm điểm trừ là tên quán và bảng hiệu khuất khó tìm là số num tôn thất hiệp mà tìm hoài chẳng thấy số num đâu hết,"{cừu phomai,ngon mềm,positive};{giá cả,hợp lý,positive};{quán,ấm cúng,positive};{null,null,negative};{tên quán,khuất khó tìm,negative};{quán,nhỏ,negative};{bảng hiệu,khuất khó tìm,negative}","{FOOD#QUALITY,cừu phomai,positive};{RESTAURANT#PRICES,giá cả,positive};{AMBIENCE#GENERAL,quán,positive};{LOCATION#GENERAL,null,negative};{RESTAURANT#MISCELLANEOUS,tên quán,negative};{RESTAURANT#GENERAL,quán,negative};{RESTAURANT#MISCELLANEOUS,bảng hiệu,negative}"
trước hay ăn ở đây món ăn ở mức độ ổn giá thì khá rẻ nhưng lần này ăn có lẽ chất lượng đi xuống khá nhiều cơm cứng khô như là cơm sống gà chiên tẩm bột không có chút vị gì,"{giá,rẻ,positive};{chất lượng,đi xuống,negative};{cơm,cứng khô,negative};{gà chiên tẩm bột,không có chút vị,negative}","{FOOD#PRICES,giá,positive};{FOOD#QUALITY,chất lượng,negative};{FOOD#QUALITY,cơm,negative};{FOOD#QUALITY,gà chiên tẩm bột,negative}"
dịch vụ thì tạm ổn nhân viên hơi chậm một chút nhưng không gian đủ để sống ảo nhé,"{service,tạm ổn,neutral};{nhân viên,chậm,negative};{không gian,null,positive}","{SERVICE#GENERAL,service,neutral};{SERVICE#GENERAL,nhân viên,negative};{AMBIENCE#GENERAL,không gian,positive}"
"đồ ăn mình thấy bình thường , nước lẩu chưa thực sự đậm đà nhưng giá thành khá rẻ .","{đồ ăn,bình thường,neutral};{giá thành,rẻ,positive};{nước lẩu,chưa thực sự đậm đà,negative}","{FOOD#QUALITY,đồ ăn,neutral};{FOOD#PRICES,giá thành,positive};{FOOD#QUALITY,nước lẩu,negative}"
chân gà đây ăn cũng tạm vị lạ chân gà nhìn sạch sẽ bao bì đàng hoàng,"{chân gà,tạm,neutral};{chân gà,sạch sẽ,positive};{vị,lạ,neutral};{bao bì,đàng hoàng,positive}","{FOOD#QUALITY,chân gà,neutral};{FOOD#STYLE&OPTIONS,chân gà,positive};{FOOD#QUALITY,vị,neutral};{RESTAURANT#MISCELLANEOUS,bao bì,positive}"
đồ ăn ngon quang cảnh đẹp nhạc hay nhưng giá hơi chát và ít,"{đồ ăn,ngon,positive};{giá,chát,negative};{view,đẹp,positive};{đồ ăn,ít,negative};{nhạc,hay,positive}","{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#PRICES,giá,negative};{LOCATION#GENERAL,view,positive};{FOOD#STYLE&OPTIONS,đồ ăn,negative};{RESTAURANT#MISCELLANEOUS,nhạc,positive}"
🍲 ấn tượng đầu khá tốt luôn vì đồ ăn ngon nồng nhưng vẫn dễ ăn,"{đồ ăn,ngon,positive};{đồ ăn,dễ ăn,positive};{đồ ăn,nồng,neutral}","{FOOD#QUALITY,đồ ăn,positive};{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,đồ ăn,neutral}"
"mình đặt đồ mang về món sushi trứng cá chuồn thối rình , giá cũng vừa phải nhưng mình thất vọng quán quá","{giá,vừa phải,neutral};{sushi trứng cá chuồn,thối rình,negative};{quán,thất vọng,negative}","{FOOD#PRICES,giá,neutral};{FOOD#QUALITY,sushi trứng cá chuồn,negative};{RESTAURANT#GENERAL,quán,negative}"
khá hơi cao không gian ấm áp sang vừa phải do món ăn trình bày đẹp ăn cũng ok chứ không gọi là ngon num riêng tôm hấp nước dừa thì ngọt ngào và chắc thịt lt num lẩu thái hải sản khá đậm đà,"{món ăn,okie,neutral};{món ăn trình bày,đẹp,positive};{không gian,ấm áp sang,positive};{tôm hấp nước dừa,ngọt ngào,positive};{lẩu thái hải sản,đậm đà,positive};{tôm hấp nước dừa,chắc thịt,positive}","{FOOD#QUALITY,món ăn,neutral};{FOOD#STYLE&OPTIONS,món ăn trình bày,positive};{AMBIENCE#GENERAL,không gian,positive};{FOOD#QUALITY,tôm hấp nước dừa,positive};{FOOD#QUALITY,lẩu thái hải sản,positive};{FOOD#QUALITY,tôm hấp nước dừa,positive}"
vị trí này thì quá đẹp và quá dễ tìm rồi chỉ tiếc là không có chỗ để xe,"{chỗ để xe,không có,negative};{vị trí,đẹp,positive};{vị trí,dễ tìm,positive}","{RESTAURANT#MISCELLANEOUS,chỗ để xe,negative};{LOCATION#GENERAL,vị trí,positive};{LOCATION#GENERAL,vị trí,positive}"
quán hải sản nổi tiếng trứ danh đà nẵng nằm tít trong ngõ sâu may mà còn có người chỉ đường cho không thì chắc là lạc mất luôn ạ,"{quán hải sản,tít trong ngõ sâu,neutral};{quán hải sản,nổi tiếng trứ danh,positive}","{LOCATION#GENERAL,quán hải sản,neutral};{RESTAURANT#GENERAL,quán hải sản,positive}"
"không gian tuy nhỏ nhưng cách bày trí thoáng đãng màu sắc tươi sáng khiến khách hàng cảm thấy dễ chịu , phải nói là chất lượng ăn rất ok với giá cả như vậy","{không gian,nhỏ,negative};{cách bày trí,thoáng đãng,positive};{màu sắc,tươi sáng,positive};{chất lượng,rất ok,positive};{giá cả,null,neutral}","{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,cách bày trí,positive};{AMBIENCE#GENERAL,màu sắc,positive};{FOOD#QUALITY,chất lượng,positive};{FOOD#PRICES,giá cả,neutral}"
hoàng yến bufet thì hoạt động lâu năm rồi thương hiệu cũng lớn nên giá cả cũng có hơi nhỉnh xíu mà chất lượng mình ăn bufet ở chi nhánh vạn hạnh mal thấy ok đó ăn vào ban tối nên cũng có hải sản,"{chất lượng,ok,neutral};{giá cả,nhỉnh,negative};{vạn hạnh mall,null,neutral}","{FOOD#QUALITY,chất lượng,neutral};{RESTAURANT#PRICES,giá cả,negative};{LOCATION#GENERAL,vạn hạnh mall,neutral}"
"ngon tuyệt vời giá cả cũng được , ăn rồi là thỉnh thoảng cứ thèm !","{null,ngon tuyệt vời,positive};{giá cả,cũng được,neutral}","{RESTAURANT#GENERAL,null,positive};{RESTAURANT#PRICES,giá cả,neutral}"
món ăn cũng khá ngon gia vị ở đây chưa ngon bằng nhà hàng thái trong sân bay tsn rất có phong cách của món thái thực đơn ở đay có thêm một số món ăn vặt tráng miệng khá hấp dẫn nhưng giá hơi cao,"{món ăn,ngon,positive};{gia vị,chưa ngon,negative};{phong cách,null,positive};{menu,null,positive};{món ăn vặt tráng miệng,hấp dẫn,positive};{giá,cao,negative}","{FOOD#QUALITY,món ăn,positive};{FOOD#QUALITY,gia vị,negative};{FOOD#STYLE&OPTIONS,phong cách,positive};{FOOD#STYLE&OPTIONS,menu,positive};{FOOD#STYLE&OPTIONS,món ăn vặt tráng miệng,positive};{FOOD#PRICES,giá,negative}"
không gian khá là rộng và thoáng nhé tốt giá cả nhìn chug giá cả cũng thuộc tầm mắc nhé,"{giá cả,mắc,negative};{ko gian,rộng,positive};{ko gian,thoáng,positive}","{RESTAURANT#PRICES,giá cả,negative};{AMBIENCE#GENERAL,ko gian,positive};{AMBIENCE#GENERAL,ko gian,positive}"
đồ ăn ngon không gian hơi nhỏ được cái nướng than nên đồ ăn khá ngon,"{đồ ăn,ngon,positive};{ko gian,nhỏ,negative}","{FOOD#QUALITY,đồ ăn,positive};{AMBIENCE#GENERAL,ko gian,negative}"
tính tiền tất cả tầm gần giá tiền mà ăn thì khá là thất vọng,"{null,thất vọng,negative};{tính tiền,null,neutral}","{FOOD#QUALITY,null,negative};{RESTAURANT#PRICES,tính tiền,neutral}"
"không gian : quán hơi nóng nhưng rộng rãi , có nhạc nhẹ khá hay .","{nhạc nhẹ,hay,positive};{không gian,nóng,negative};{không gian,rộng rãi,positive}","{RESTAURANT#MISCELLANEOUS,nhạc nhẹ,positive};{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,không gian,positive}"
"quán rất thoáng mát và rộng sát bên là ruộng và núi cũng gần gũi với thiên nhiên , tuy nhiên , đồ ăn ở đây không phong phú lắm ,","{quán,thoáng mát,positive};{đồ ăn,không phong phú,negative};{null,null,positive};{quán,rộng,positive}","{RESTAURANT#GENERAL,quán,positive};{FOOD#STYLE&OPTIONS,đồ ăn,negative};{LOCATION#GENERAL,null,positive};{RESTAURANT#GENERAL,quán,positive}"
