task,raw_input,input,output,raw_output
acsa,Ngoài ra còn thử cả socola nóng và latte vị cookies.,ngoài ra còn thử cả socola nóng và late vị cokies .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Toast giòn, khá ngon và ngán, 1 phần chắc 3 ng ăn cho đỡ ngán, mà bạn ttai mình ko thích béo nhưng lại thích món này :)).","toast giòn , khá ngon và ngán , num phần chắc num người ăn cho đỡ ngán , mà bạn tai mình không thích béo nhưng lại thích món này : ) ) .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,"Mình kêu trà sữa trân châu tím, ngon lắm luôn á 😂😂.","mình kêu trà sữa trân châu tím , ngon lắm luôn á tốt tốt .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"Mình đi ăn ở đây mấy lần r đều hài lòng, ăn rất ngon + no + rẻ.","mình đi ăn ở đây mấy lần rồi đều hài lòng , ăn rất ngon + no + rẻ .",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và giá tiền đồ ăn tốt và lựa chọn đồ ăn tốt,"{RESTAURANT#GENERAL, positive}, {FOOD#QUALITY, positive}, {FOOD#PRICES, positive}, {FOOD#STYLE&OPTIONS, positive}"
acsa,"Quán vỉa hè nằm ngay góc nên dễ tìm, không gian nhỏ.","quán vỉa hè nằm ngay góc nên dễ tìm , không gian nhỏ .",địa chỉ tốt và không gian tệ,"{LOCATION#GENERAL, positive}, {AMBIENCE#GENERAL, negative}"
acsa,"Nhân viên cũng nhiệt tình tư vấn các bị kem cho tụi mình, cho tụi mình thử vị kem nữa.","nhân viên cũng nhiệt tình tư vấn các bị kem cho tụi mình , cho tụi mình thử vị kem nữa .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Được cái quán trang trí cũng bắt mắt, nhân viên phục vụ ok.","được cái quán trang trí cũng bắt mắt , nhân viên phục vụ ok .",phục vụ tốt và không gian tốt,"{SERVICE#GENERAL, positive}, {AMBIENCE#GENERAL, positive}"
acsa,85k cho 1 cái bánh to hơn 2 ngón tay 1 tý.,giá tiền cho num cái bánh to hơn num ngón tay num tý .,lựa chọn đồ ăn tạm và giá tiền đồ ăn tệ,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#PRICES, negative}"
acsa,"Mình gọi 1 bánh carrot, 1 sinh tố banana almond, 1 trà đào, được tặng thêm 1 bánh chocolate grab.","mình gọi num bánh carot , num sinh tố banana almond , num trà đào , được tặng thêm num bánh chocolate grab .",vấn đề khác tốt và lựa chọn đồ ăn tốt,"{RESTAURANT#MISCELLANEOUS, positive}, {FOOD#STYLE&OPTIONS, positive}"
acsa,"Phân vân chọn mãi, tưởnh Phạm Ngọc Thạch ngon ai ngờ ăn chán quá ạ.","phân vân chọn mãi , tưởnh phạm ngọc thạch ngon ai ngờ ăn chán quá ạ .",nhà hàng nói chung tệ,"{RESTAURANT#GENERAL, negative}"
acsa,"Quán đông nhưng vẫn cố nhận thêm khách nên khả năng phục vụ không đảm bảo phải kê thêm bàn nhưng bàn ghế, khăn trải nhìn thấy cũ và bẩn, máy lạnh thì chạy không nổi nên rất nóng.","quán đông nhưng vẫn cố nhận thêm khách nên khả năng phục vụ không đảm bảo phải kê thêm bàn nhưng bàn ghế , khăn trải nhìn thấy cũ và bẩn , máy lạnh thì chạy không nổi nên rất nóng .",vấn đề khác tệ và phục vụ tệ và không gian tệ,"{RESTAURANT#MISCELLANEOUS, negative}, {SERVICE#GENERAL, negative}, {AMBIENCE#GENERAL, negative}"
acsa,Nước có đặc biệt là trà gừng uống khá ngon mùi gần lấn mùi trà nên ai ko uống đc dễ bỏ lắm.,nước có đặc biệt là trà gừng uống khá ngon mùi gần lấn mùi trà nên ai không uống được dễ bỏ lắm .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"trà sữa olong king 913 ngon, thơm mùi trà, béo vị sữa.","trà sữa olong king num ngon , thơm mùi trà , béo vị sữa .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"Mình thích bánh đa ở đây, có gia vị chứ không phải lạt lạt như những quán khác, đậm đà ngon.","mình thích bánh đa ở đây , có gia vị chứ không phải lạt lạt như những quán khác , đậm đà ngon .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,📍 43 3/4 4 Lê Đại Hành q11.,📍 num num lê đại hành q num .,địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,"Tổng hoá đơn hôm ấy khoảng hơn 900 k,1 tr.","tổng hoá đơn hôm ấy khoảng hơn giá tiền hông , num triệu .",giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,"Nếu nói quay lại thì chắc là không, vì tất cả.","nếu nói quay lại thì chắc là không , vì tất cả .",nhà hàng nói chung tệ,"{RESTAURANT#GENERAL, negative}"
acsa,Mình mua thức uống đặc biệt vì mình ghiền milk foam của quán.,mình mua thức uống đặc biệt vì mình ghiền milk foam của quán .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Không gian rộng rãi có 1 lầu.,không gian rộng rãi có num lầu .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Bánh canh ghẹ ở đây có vẻ khá là nổi tiếng, dc nhiều ng biết đến.","bánh canh ghẹ ở đây có vẻ khá là nổi tiếng , được nhiều người biết đến .",nhà hàng nói chung tốt và chất lượng đồ ăn tốt,"{RESTAURANT#GENERAL, positive}, {FOOD#QUALITY, positive}"
acsa,Giá hình như 535k.,giá hình như giá tiền .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,"Lớp kem cheese cũng nhiều, đặc và vị vừa 😊😊.","lớp kem chese cũng nhiều , đặc và vị vừa tốt tốt .",chất lượng đồ uống tốt và lựa chọn đồ uống tốt,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, positive}"
acsa,"Mình hay ăn gỏi trái vả, lần 2 gỏi chua mùi lên men, tôm nhàu nát ko tươi.","mình hay ăn gỏi trái vả , lần num gỏi chua mùi lên men , tôm nhàu nát không tươi .",chất lượng đồ ăn tệ và lựa chọn đồ ăn tệ,"{FOOD#QUALITY, negative}, {FOOD#STYLE&OPTIONS, negative}"
acsa,Mình order 1 tô phở thập cẩm lớn + 1 tiết hột gà.,mình order num tô phở thập cẩm lớn + num tiết hột gà .,lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,Được một đĩa ít kinh.,được một đĩa ít kinh .,lựa chọn đồ ăn tệ,"{FOOD#STYLE&OPTIONS, negative}"
acsa,Bữa đó đi ăn ngay thứ 3 nên có chương trình mua 1 tặng 1.,bữa đó đi ăn ngay thứ num nên có chương trình mua num tặng num .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Không hiểu do tâm lí, cách nêm hay cả 2 mà thấy món ăn nó nhàn nhạt, không đậm đà như mong đợi.","không hiểu do tâm lí , cách nêm hay cả num mà thấy món ăn nó nhàn nhạt , không đậm đà như mong đợi .",chất lượng đồ ăn tệ,"{FOOD#QUALITY, negative}"
acsa,"Nước uống cũng ok, không dở nhưng không có gì đặc biệt.","nước uống cũng ok , không dở nhưng không có gì đặc biệt .",chất lượng đồ uống tạm,"{DRINKS#QUALITY, neutral}"
acsa,Các set ở đây đc trình bày đẹp và ăn cũng khá là tươi nữa.,các tập hợp ở đây được trình bày đẹp và ăn cũng khá là tươi nữa .,lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,"Nước dùng rất ngon nhé, trong và ngọt xương.","nước dùng rất ngon nhé , trong và ngọt xương .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Khoai tây chiên giòn, cắt miếng dài, vừa ăn.","khoai tây chiên giòn , cắt miếng dài , vừa ăn .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,"Quán đẹp, nhân viên thân thiện, đồ ăn ngon.","quán đẹp , nhân viên thân thiện , đồ ăn ngon .",chất lượng đồ ăn tốt và phục vụ tốt và không gian tốt,"{FOOD#QUALITY, positive}, {SERVICE#GENERAL, positive}, {AMBIENCE#GENERAL, positive}"
acsa,"Bún thịt nướng cũng khá ngon nhé, thịt được nướng sẵn nên không thơm và nóng.","bún thịt nướng cũng khá ngon nhé , thịt được nướng sẵn nên không thơm và nóng .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Nhân viên ở đây cũng dễ thương, thân thiện lắm.","nhân viên ở đây cũng dễ thương , thân thiện lắm .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Mua 1 tặng 1 khi mua kèm nước( ai tiết kiệm có thể mua nước suối rẻ hơn nha).,mua num tặng num khi mua kèm nước ( ai tiết kiệm có thể mua nước suối rẻ hơn nha ) .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Về chất lượng đồ ăn thì combo gồm như trong ảnh, 1 cơm rang cùng sườn phủ phô mai, 1 pizza size S hay size mini gì đấy mình k rõ nữa, bánh mì bơ tỏi, salad, hành vòng, khoai tây và 2 miếng gà.","về chất lượng đồ ăn thì kết hợp gồm như trong ảnh , num cơm rang cùng sườn phủ phô mai , num piza cỡ s hay cỡ mini gì đấy mình không rõ nữa , bánh mì bơ tỏi , salad , hành vòng , khoai tây và num miếng gà .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,Hồng trà thơm ngọt thanh vừa đủ mặc dù không giảm đường đá gi❤️.,hồng trà thơm ngọt thanh vừa đủ mặc dù không giảm đường đá tốt .,chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Món bánh trôi nóng thơm mè và ấm bụng lắm nhé.,món bánh trôi nóng thơm mè và ấm bụng lắm nhé .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Điển hình như bò mỹ hôm đó ăn k thấy ngon.,điển hình như bò mỹ hôm đó ăn không thấy ngon .,chất lượng đồ ăn tệ,"{FOOD#QUALITY, negative}"
acsa,Mà giá rẻ hơn rất nhìu so vs kichi kichi hihi.,mà giá rẻ hơn rất nhìu so với kichi kichi tốt .,giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}"
acsa,"Được nhất là quả cơm sườn sốt BBQ kia kìa, à há nó ngon hơn mong đợi nhiều nhiều.","được nhất là quả cơm sườn sốt bq kia kìa , à há nó ngon hơn mong đợi nhiều nhiều .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,"Đang thèm ăn toast, thấy quán này bán đủ loại nên quyết định ra đây test.","đang thèm ăn toast , thấy quán này bán đủ loại nên quyết định ra đây thử .",nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,L ' usine nổi tiếng với cafe và bristro sang chảnh với không gian thoáng và sáng.,' usine nổi tiếng với cafe và bristro sang chảnh với không gian thoáng và sáng .,không gian tốt và nhà hàng nói chung tốt,"{AMBIENCE#GENERAL, positive}, {RESTAURANT#GENERAL, positive}"
acsa,"Phục vụ:nhiệt tình, thân thiện, lên món hơi chậm.","phục vụ : nhiệt tình , thân thiện , lên món hơi chậm .",phục vụ tạm,"{SERVICE#GENERAL, neutral}"
acsa,Quán nằm trên hẻm nhỏ đường Cao thắng.,quán nằm trên hẻm nhỏ đường cao thắng .,địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,"Trang trí vẫn rất đẹp, phần bánh mới nướng nên ấm giòn kết hợp với dâu và kem và nước sốt thì khá ok.","trang trí vẫn rất đẹp , phần bánh mới nướng nên ấm giòn kết hợp với dâu và kem và nước sốt thì khá ok .",lựa chọn đồ uống tốt và chất lượng đồ ăn tốt,"{DRINKS#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,Mỗi hộp trà như này là có 25 gói.,mỗi hộp trà như này là có num gói .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,Wifi yếu lắm nhaa nch tới đây là vì toast rất đỉnh ghiền í.,wifi yếu lắm nha nói chuyện tới đây là vì toast rất đỉnh ghiền í .,vấn đề khác tệ và chất lượng đồ ăn tốt,"{RESTAURANT#MISCELLANEOUS, negative}, {FOOD#QUALITY, positive}"
acsa,"Nửa cánh gà hết, chỉ còn thanh cá nhưng mình chọn gà, bạn nhân viên hiền lắm nói mình chuyển sang chọn thanh cá nhưng không nói lý do, mình ko bk nên ko chịu, bạn đó rối, thấy vậy mình hỏi nửa cánh gà hết rồi ha, thôi lấy thanh cá cũng được, mà nhìn ban đó hiền hiền sau đó.","nửa cánh gà hết , chỉ còn thanh cá nhưng mình chọn gà , bạn nhân viên hiền lắm nói mình chuyển sang chọn thanh cá nhưng không nói lý do , mình không bk nên không chịu , bạn đó rối , thấy vậy mình hỏi nửa cánh gà hết rồi ha , thôi lấy thanh cá cũng được , mà nhìn ban đó hiền hiền sau đó .",phục vụ tốt và lựa chọn đồ ăn tạm,"{SERVICE#GENERAL, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,"Menu nhiều lựa chọn, giá cả ok, món ăn khá chất lượng.","thực đơn nhiều lựa chọn , giá cả ok , món ăn khá chất lượng .",lựa chọn đồ ăn tốt và giá tiền đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#PRICES, positive}, {FOOD#QUALITY, positive}"
acsa,Thật chứ ăn hoài k biết ngán là gì luôn.,thật chứ ăn hoài không biết ngán là gì luôn .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Trong lúc chờ đợi cơm gà viên và combo gà, bọn mình ' chén ' kem ốc quế 5k, tornado magic pop 25k.","trong lúc chờ đợi cơm gà viên và kết hợp gà , bọn mình ' chén ' kem ốc quế giá tiền , tornado magic pop giá tiền .",lựa chọn đồ ăn tạm và giá tiền đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#PRICES, neutral}"
acsa,"Sẽ uống luôn được từ trà thơm đến kem, hoà cùng nhau trong miệng rất tinh tế.","sẽ uống luôn được từ trà thơm đến kem , hoà cùng nhau trong miệng rất tinh tế .",chất lượng đồ uống tốt và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Bữa thì có thêm cái gì đó chiên bột, khổ qua luộc hoặc nhồi thịt ốc( giả).","bữa thì có thêm cái gì đó chiên bột , khổ qua luộc hoặc nhồi thịt ốc ( giả ) .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,Mọi người có thể yêu cầu thêm món cơm nguội để ăn cùng.,mọi người có thể yêu cầu thêm món cơm nguội để ăn cùng .,lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,"Cả 2 phần đều được bày vào chảo gang, khi rưới nước sốt lên kêu xèo xèo nho nhỏ, vị nước sốt rất ngon.","cả num phần đều được bày vào chảo gang , khi rưới nước sốt lên kêu xèo xèo nho nhỏ , vị nước sốt rất ngon .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,Phải nói sushi ở đây ngon tuyệt nha mấy bạn.,phải nói sushi ở đây ngon tuyệt nha mấy bạn .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Phúc long trần cao vân ở ngay vòng xoay hồ con rùa, vị trí khá đẹp, gửi xe ngay trước cửa trên vỉa hè luôn dù thấy hơi chật chội.","phúc long trần cao vân ở ngay vòng xoay hồ con rùa , vị trí khá đẹp , gửi xe ngay trước cửa trên vỉa hè luôn dù thấy hơi chật chội .",địa chỉ tốt và vấn đề khác tệ,"{LOCATION#GENERAL, positive}, {RESTAURANT#MISCELLANEOUS, negative}"
acsa,Giá cả cũng vậy khu trung tâm mà ko mắc hơn mấy chỗ kia.,giá cả cũng vậy khu trung tâm mà không mắc hơn mấy chỗ kia .,giá tiền nhà hàng tốt và chất lượng đồ ăn tốt,"{RESTAURANT#PRICES, positive}, {FOOD#QUALITY, positive}"
acsa,Quán nằm ngay đầu hẻm 606 nên khá dễ tìm.,quán nằm ngay đầu hẻm num nên khá dễ tìm .,địa chỉ tốt,"{LOCATION#GENERAL, positive}"
acsa,- Hồng trà kem phomai( 55 k):nên giảm lượng đường để k bị quá ngọt.,- hồng trà kem phomai ( giá tiền hông ) : nên giảm lượng đường để không bị quá ngọt .,giá tiền đồ uống tạm và chất lượng đồ uống tạm,"{DRINKS#PRICES, neutral}, {DRINKS#QUALITY, neutral}"
